id,field,old,new,confidence
1604,title,Karmyog Hai Karmo Dwara Prabhu Ki Pooja,Karmayog Hai Karmon Dwara Prabhu Ki Pooja,medium
1604,author,"Bharadwaj, bhagwan Sharan",Bhagwan Sharan Bhardwaj,medium
1605,author,Saikalp Adhaytm Sansthan,Sai Kalp Adhyatm Sansthan,medium
1605,publisher,"Sai Kalp Sansthan, bareily","Sai Kalp Sansthan, Bareilly",medium
1606,author,"Mishra, trinath",Trinath Mishra,medium
1608,title,Diwan-e-galib,Diwan-e-Ghalib,high
1608,author,"Abbasi, noor Nabi(sampadak)",Mirza Ghalib,high
1608,publisher,Galib Institute Delhi,"Ghalib Institute, Delhi",high
1608,language,Hindi,Urdu,high
1609,title,Khushboo Per Lakshman Rekhae-geet Sangrah,Khushboo Par Lakshman Rekhayen: Geet Sangrah,medium
1609,author,Rathor Avdesh Kumar Singh,Avdhesh Kumar Singh Rathore,medium
1609,publisher,Sunij Prakashan Aligarh,"Sunij Prakashan, Aligarh",medium
1610,title,Chandrashekher Azaad,Chandrashekhar Azad,medium
1610,author,"Singh, govind(sampadak)",Govind Singh (Ed.),medium
1610,publisher,Sadhna Pocket Books Delhi,"Sadhna Pocket Books, Delhi",medium
1610,language,English,Hindi,medium
1611,title,Saarnath,Sarnath,high
1611,author,"Agarwal, wasudev Shran",Vasudev Sharan Agrawal,high
1611,publisher,Bhartiye Puratatva Sarvekshan Delhi,"Archaeological Survey of India, Delhi",high
1612,title,Motor Gaadi Adhiniyam 1988,Motor Gadi Adhiniyam 1988,high
1612,author,Srivastava Shivanand,Shivanand Srivastava,high
1612,publisher,Hind Publishing House Allahabad,"Hind Publishing House, Allahabad",high
1613,title,The Cultural Heritage Of India,The Cultural Heritage of India,high
1613,author,Ramkrishna Mission Institute,Ramakrishna Mission Institute of Culture,high
1613,publisher,Ramkrishna Math Mission Calcutta,"Ramakrishna Mission Institute of Culture, Calcutta",high
1614,title,Tales Of Pink Whistle,Tales of Mr Pink-Whistle,high
1614,author,"Blyton, enid",Enid Blyton,high
1614,publisher,Newnes Books Great Bretain,Newnes,high
1615,title,Mata Amritanandamayi - A Biography,Mata Amritanandamayi: A Biography,high
1615,author,Mata Amritanandamayi Mission Trust,Swami Amritaswarupananda,high
1615,publisher,Mata Amritanandamayi Trust,Mata Amritanandamayi Mission Trust,high
1616,title,Tales Of The Arabian Nights,Tales of the Arabian Nights,medium
1616,author,Wordsworth Classics,Anonymous,medium
1616,publisher,Wordsworth Edition,Wordsworth Editions,medium
1617,title,Principles And Merchantile Law,Principles of Mercantile Law,high
1618,title,Fear Is The Key,Fear Is the Key,high
1618,author,Maclean Alistair,Alistair MacLean,high
1618,publisher,Harper Collins India,HarperCollins India,high
1619,title,The Fakir : The Journey Canteen,The Fakir: The Journey Continues,high
1619,author,Bharucha Rizbeh,Ruzbeh N. Bharucha,high
1619,publisher,Full Circle Pub.delhi,"Full Circle Publishing, Delhi",high
1620,author,Vikash Book,Vikas Books,medium
1620,publisher,Vikas Pub.house,Vikas Publishing House,medium
1621,title,Jesus Christianity & Vivekanadna,"Jesus, Christianity & Vivekananda",medium
1621,author,Pachpore Virag,Virag Pachpore,medium
1621,publisher,Vivekanand Kendra Prakashan Chennai,"Vivekananda Kendra Prakashan, Chennai",medium
1621,language,Hindi,English,medium
1622,title,The Revenge A Geography,The Revenge of Geography,high
1622,author,Raplan Robert D,Robert D. Kaplan,high
1622,publisher,Random House New York,"Random House, New York",high
1623,title,Etiquette Rules & Useges Of Best Society,Etiquette: Rules & Usages of the Best Society,medium
1623,publisher,People Pubs Co.melbourne,"People Publishing Co., Melbourne",medium
1624,author,Adinnarayana L.,L. Adinarayana,medium
1624,publisher,Neelkamal Pubs Hyderabad,"Neelkamal Publications, Hyderabad",medium
1624,language,Hindi,English,medium
1625,title,Shri Ramkrishna Vachnamrit,Shri Ramakrishna Vachanamrit,high
1625,author,Mooteshnand,Mahendranath Gupta,high
1625,publisher,"Ramkrishna Math, nagpur","Ramakrishna Math, Nagpur",high
1627,title,The Propheces Of Nostradamus,The Prophecies of Nostradamus,high
1627,author,"Cheethan, erika (ed)",Erika Cheetham (Ed.),high
1628,title,J.P.IN Jail : An Uncensord Account,JP in Jail: An Uncensored Account,high
1628,author,Devasahayam M.G.,M.G. Devasahayam,high
1628,publisher,Lotus Collection New Delhi,"Lotus Collection (Roli Books), New Delhi",high
1629,author,Joshi Norin Chandra (ed.),Norin Chandra Joshi (Ed.),medium
1629,publisher,Sterling Pubs New Delhi,"Sterling Publishers, New Delhi",medium
1629,language,Hindi,English,medium
1630,author,"Chatur, sen",Acharya Chatursen,high
1630,publisher,Rajpal And Sons,Rajpal & Sons,high
1631,title,Twelth Night - Shakespears,Twelfth Night,high
1631,author,Kulkarni,William Shakespeare,high
1632,author,"Panday , Snehlata",Snehlata Pandey,medium
1632,publisher,Vital Books Banglore,"Vital Books, Bangalore",medium
1632,language,Hindi,English,medium
1633,title,Time Management Make Every Second Count,Time Management: Make Every Second Count,medium
1633,author,Bly Robert W,Robert W. Bly,medium
1633,publisher,Jaco Pub Bombay,"Jaico Publishing House, Bombay",medium
1633,language,Hindi,English,medium
1634,author,"Singh, bhagwati Prasad",Bhagwati Prasad Singh,high
1634,publisher,Vishvvidyalaya Prakashan,Vishwavidyalaya Prakashan,high
1635,title,Shri Madbhagwat Geeta,Shrimad Bhagavad Gita,high
1635,publisher,Geeta Ahsram,Gita Ashram,high
1636,title,Bharat Ki Videshniti:badalte Sandarbh,Bharat Ki Videsh Niti: Badalte Sandarbh,medium
1636,author,"Veddan, sudhir",Sudhir Veddan,medium
1637,title,Police Prabandh Kumbh Mela 2013,Police Prabandh: Kumbh Mela 2013,medium
1638,title,Curious: The Desire To Knouw And Why Your Future Depend On It,Curious: The Desire to Know and Why Your Future Depends on It,high
1638,author,"Keskie, ian",Ian Leslie,high
1638,publisher,"Querais, londan","Quercus, London",high
1639,title,Theory Of Government In Ancient India,Theory of Government in Ancient India,high
1639,author,Bani Prasad,Beni Prasad,high
1639,publisher,Capital Book Allahabad,"Central Book Depot, Allahabad",high
1640,title,The Smugglaries Canes And Other Stories,The Smuggler's Caves and Other Stories,high
1640,author,"Blyton, enid",Enid Blyton,high
1640,publisher,Awadh Pub.londan,"Award Publications, London",high
1641,title,Tales Of Betsy-may,Tales of Betsy-May,high
1641,author,"Blyton, enid",Enid Blyton,high
1641,publisher,Mommoth Londan,"Mammoth, London",high
1642,title,The Hardy Boys: 79 Danger Unlimited,The Hardy Boys Casefiles #79: Danger Unlimited,high
1642,author,"Dixon, franklin W",Franklin W. Dixon,high
1642,publisher,Diamond Books Londan,"Diamond Books, London",high
1643,title,Eye Of The Neadle,Eye of the Needle,high
1643,author,"Follett , ken",Ken Follett,high
1644,title,Madurai : Through The Age,Madurai Through the Ages,high
1644,author,Devakanjari D,D. Devakunjari,high
1644,publisher,Arulmigu Meenakshi,Arulmigu Meenakshi Sundareswarar Thirukkoil,high
1645,title,India's Struggle For Indipence 1857-1947,India's Struggle for Independence 1857-1947,high
1645,author,Bipin Chandra,Bipan Chandra,high
1646,title,The Republic Of Plato,The Republic of Plato,high
1646,author,Jowett B,Plato,high
1646,publisher,Oxford Clarendom Press,Oxford Clarendon Press,high
1647,title,The Narcotic Drugs And Psychotropic Substance Act 1985,The Narcotic Drugs and Psychotropic Substances Act 1985,medium
1647,author,"Sarin, m.l.",M.L. Sarin,medium
1647,publisher,Vinod Pubs House,Vinod Publishing House,medium
1648,title,The Fantane Economic History Of Europe,The Fontana Economic History of Europe,high
1648,author,"Cipolla, carlo M.(ed)",Carlo M. Cipolla (Ed.),high
1648,publisher,William Collins Armada,Fontana/Collins,high
1649,title,Shall We Tell The President,Shall We Tell the President?,high
1649,author,Follett Ken,Jeffrey Archer,high
1650,title,Chai For Beginners : A Novel,Chai for Beginners: A Novel,high
1650,author,Ainslie Jane,Jane Ainslie,high
1650,publisher,Rupa & CO.,Rupa & Co.,high
1651,title,What Can I Give : Life Lesson From The My Teacher Apj Abdul Kalam,What Can I Give: Life Lessons from My Teacher A.P.J. Abdul Kalam,high
1651,author,Singh Srijan Pal,Srijan Pal Singh,high
1652,title,No Sugar Please : I Am Diabelic,No Sugar Please: I Am Diabetic,medium
1652,author,Panchmatia Nirar,Nirar Panchmatia,medium
1652,language,Hindi,English,medium
1653,title,Improve Your Writng,Improve Your Writing,high
1653,author,Arora V.N.,V.N. Arora,high
1654,title,Professional Ethics Accountancy For Lawyers & Bench Bar Relation,"Professional Ethics, Accountancy for Lawyers & Bench-Bar Relations",high
1654,author,Sirohi J.P.S,J.P.S. Sirohi,high
1655,title,The Caged Phoenix Can India Fly,The Caged Phoenix: Can India Fly?,high
1655,author,Gupta Dipanker,Dipankar Gupta,high
1656,title,The Writing An The Wall : India Check Males America -2017,The Writing on the Wall: India Checkmates America 2017,high
1656,author,Padmanabhan S,S. Padmanabhan,high
1656,publisher,Manas Pubishing House Delhi,"Manas Publications, Delhi",high
1657,title,Political Science Comperative Potics & Indian Politcal System,Political Science: Comparative Politics & Indian Political System,medium
1657,author,Arora Prem,Prem Arora,medium
1657,publisher,Book Hire New Delhi,"Bookhive, New Delhi",medium
1657,language,Hindi,English,medium
1658,title,Energy And World Politics,Energy and World Politics,high
1658,author,Willrich Mason,Mason Willrich,high
1658,publisher,The Free Press New York,"The Free Press, New York",high
1659,author,"Rastogi, k.p",K.P. Rastogi,medium
1659,publisher,Bharat Bharti Prakasha Meerut,"Bharat Bharti Prakashan, Meerut",medium
1659,language,Hindi,English,medium
1660,title,The Degeneration If India,The Degeneration of India,high
1660,author,Seshan T.N.,T.N. Seshan,high
1660,publisher,Viking Penguing,Viking Penguin,high
1661,title,Group Discussion For Admission And Dobs,Group Discussion for Admissions and Jobs,medium
1661,author,Ganguly Anand,Anand Ganguly,medium
1661,publisher,Pustak Mahal Delhi,"Pustak Mahal, Delhi",medium
1661,language,Hindi,English,medium
1662,title,Incarnations India In 50 Lines,Incarnations: India in 50 Lives,high
1662,author,Khilnani Sunil,Sunil Khilnani,high
1663,title,Bhragu Sahinta-mahashashtra,Bhrigu Samhita,high
1663,author,Bhragu Rishi,Maharishi Bhrigu,high
1664,title,Vinash Leelayien Visvaprasidh,Vishwaprasiddh Vinash Leelayen,medium
1664,author,"Kapoor, mastram",Mastram Kapoor,medium
1664,publisher,Family Book,Family Books,medium
1665,title,English Grammmar Practice,English Grammar Practice,medium
1665,author,"Bakshi, n",N. Bakshi,medium
1665,publisher,Orient Longmann Hyderabad,"Orient Longman, Hyderabad",medium
1666,title,The Fine People You Meet In Heaven,The Five People You Meet in Heaven,high
1666,author,"Albom, mitch",Mitch Albom,high
1666,publisher,Time Warner Londan,"Time Warner, London",high
1667,title,The Circus Adventure,The Circus of Adventure,high
1667,author,"Blyton, enid",Enid Blyton,high
1667,publisher,Collins Harper Pub.,HarperCollins,high
1668,title,The Immortals Of Meruha,The Immortals of Meluha,high
1668,author,Amish,Amish Tripathi,high
1668,publisher,Westland Ltd.chennai,"Westland, Chennai",high
1669,title,Systems Of Political Sciencs,Systems of Political Science,high
1669,author,Young Oram R,Oran R. Young,high
1669,publisher,Prentice Hall Inc,Prentice-Hall,high
1670,title,Thinking Fast And Slow,"Thinking, Fast and Slow",high
1670,author,"Kahnemen, daniel",Daniel Kahneman,high
1671,title,Great Soul : Mahatama Gandhi & His Struggle With India,Great Soul: Mahatma Gandhi and His Struggle with India,high
1671,author,Lelyveld Joshph,Joseph Lelyveld,high
1671,publisher,Harper Collins India,HarperCollins India,high
1672,author,Dahl Ronald,Roald Dahl,high
1673,title,History Of Western Philosphy,History of Western Philosophy,high
1673,author,Russel Bertland,Bertrand Russell,high
1673,publisher,George Allen Unwin Ltd.,George Allen & Unwin,high
1674,title,Lateral Thinking :a Text Book Of Creativity,Lateral Thinking: A Textbook of Creativity,high
1674,author,Bono Edward De,Edward de Bono,high
1675,title,Don’t Lose Your Mind Lose Your Weight,"Don't Lose Your Mind, Lose Your Weight",high
1675,author,Diwaker Rajuta,Rujuta Diwekar,high
1675,publisher,Random House New York,Random House India,high
1676,title,Rise And Fall Of Mughal Empire,Rise and Fall of the Mughal Empire,high
1676,author,Tripathi R.P.,R.P. Tripathi,high
1676,publisher,Central Book Depot Allahabad,"Central Book Depot, Allahabad",high
1677,title,Element Of Mercantile Law,Elements of Mercantile Law,high
1677,author,Kapoor N.D.,N.D. Kapoor,high
1677,publisher,Sultan Chand & Sons New Delhi,"Sultan Chand & Sons, New Delhi",high
1678,title,U.p.police Ke Liye Private Fund Ke Rakhrakhao Hetu Nirdesh Pustika,U.P. Police Ke Liye Private Fund Ke Rakhrakhav Hetu Nirdesh Pustika,medium
1678,author,U.p.police Mukhalaya,U.P. Police Mukhyalaya,medium
1678,publisher,U.p.police Mukhalaya Allahabad,"U.P. Police Mukhyalaya, Allahabad",medium
1679,title,Main Current Of Indian History,Main Currents of Indian History,high
1679,author,Majumdar Rc,R.C. Majumdar,high
1679,publisher,S.chand And Company New Delhi,"S. Chand & Company, New Delhi",high
1680,title,The Tools : 5 Life Changing Techniques To Unlock Your Potaintial,The Tools: 5 Life-Changing Techniques to Unlock Your Potential,high
1680,author,Stutz Phil,Phil Stutz,high
1680,publisher,Vermilian Landon,"Vermilion, London",high
1682,title,Dealing With Global Terrorism,Dealing with Global Terrorism: The Way Forward,high
1682,author,Saighal Vinod,Vinod Saighal,high
1682,publisher,Sterling Pubs New Delhi,"Sterling Publishers, New Delhi",high
1682,language,Hindi,English,high
1684,title,Great-expectations-charls Dickens,Great Expectations,high
1685,title,Terrorism History And Facts India,Terrorism: History and Facets in the World and in India,high
1685,author,"Saksena, n.s.",N.S. Saksena,high
1685,publisher,Abhinav Pub.new Delhi,"Abhinav Publications, New Delhi",high
1686,title,The Bomb! Fallout India's Nuclear Explosion,The Bomb! Fallout of India's Nuclear Explosion,high
1686,author,"Seshgiri, n.",N. Seshagiri,high
1686,publisher,Vikas Pub.house,Vikas Publishing House,high
1687,title,Remancing The Balance Sheet,Romancing the Balance Sheet,high
1687,author,Lamba Anil,Anil Lamba,high
1687,publisher,Harper Collins India,HarperCollins India,high
1688,title,Highway An My Plate : Indian Guide To Road Side Eating,Highway on My Plate: The Indian Guide to Roadside Eating,high
1688,author,Singh Rocky,Rocky Singh and Mayur Sharma,high
1688,publisher,Random House New York,Random House India,high
1689,title,The Mill An The Floss,The Mill on the Floss,high
1689,author,Eliot George,George Eliot,high
1689,publisher,Madhuban Educational Book,Madhuban Educational Books,high
1690,title,Akhri Sawal,Aakhri Sawal,high
1690,author,"Chatopadhyay, sharat Chandra",Sharatchandra Chattopadhyay,high
1690,publisher,Radha Krishna Prakashan,Radhakrishna Prakashan,high
1692,title,Vedant - Swami Vivekanand,Vedanta,medium
1692,author,Shri Ram Krishna Mission,Swami Vivekananda,medium
1692,publisher,"Shri Ramkrishan Ashram, nagpur","Ramakrishna Ashram, Nagpur",medium
1693,title,Gehna Karmvogati,Gahna Karmano Gati,high
1693,author,"Sharma, shri Ram",Shriram Sharma Acharya,high
1693,publisher,Yug Nirman Yojna,"Yug Nirman Yojana, Mathura",high
1694,author,Vivekanand Kendra,Vivekananda Kendra,medium
1694,publisher,Vivekanand Kendra Jodhpur,"Vivekananda Kendra, Jodhpur",medium
1695,publisher,Rajpal And Sons,Rajpal and Sons,medium
1696,author,"Geeta Press, gorakhpur","Gita Press, Gorakhpur",medium
1696,publisher,Geeta Press,"Gita Press, Gorakhpur",medium
1697,title,Amer Rahenge Ye Balidani,Amar Rahenge Ye Balidani,medium
1697,author,"Dixit, rajesh",Rajesh Dixit,medium
1697,publisher,Bhasha Bhawan Mathura,"Bhasha Bhawan, Mathura",medium
1699,title,Shandhya Geet-mahadevi Verma,Sandhya Geet,high
1699,author,Lok Bharti Prakashan,Mahadevi Verma,high
1699,publisher,Lok Bharti Prakashan Allahabad,"Lokbharti Prakashan, Allahabad",high
1701,title,Bhartiya Bhashao Mein Ram Katha-sakshi Shodh Patrika,Bhartiya Bhashaon Mein Ram Katha - Sakshi Shodh Patrika,medium
1701,publisher,"Ayodhya Shodh Sansthan, faizabad","Ayodhya Shodh Sansthan, Faizabad",medium
1702,title,Grah Vibhag Ki Niyamawaliyo Ka Sanklan,Grih Vibhag Ki Niyamavaliyon Ka Sankalan,medium
1702,author,U.p.shahshan Prashashan Anubhag,"U.P. Shasan, Prashasan Anubhag",medium
1702,publisher,Prakashan Anubhag U.p.shashan,"Prakashan Anubhag, U.P. Shasan",medium
1703,title,Rajkiye Seva Sambandhi Adesho Ka Sankalan Dwitiye Khand-1984,"Rajkiya Seva Sambandhi Adeshon Ka Sankalan, Dwitiya Khand - 1984",medium
1703,author,U.p.shashan,U.P. Shasan,medium
1703,publisher,U.p.shahshan,U.P. Shasan,medium
1704,author,"Grower, B.L.",B.L. Grover,high
1704,publisher,S.chand And Company New Delhi,"S. Chand and Company, New Delhi",high
1705,title,Elements Of Social Psychology,Elements of Social Psychology,high
1705,author,"Kuppuswamy, B",B. Kuppuswamy,high
1705,publisher,Konark Pub New Delhi,"Konark Publishers, New Delhi",high
1706,title,The Wishing Word And Other Stories,The Wishing Wand and Other Stories,high
